cell_id,manufacturer,chemistry_type,nominal_capacity_Ah,nominal_voltage_V,energy_density_Wh_per_kg,energy_density_Wh_per_L,manufacture_year,timestamp,cycle_number,voltage_V,current_A,power_W,c_rate,state_of_charge_%,depth_of_discharge_%,charge_capacity_Ah,discharge_capacity_Ah,coulombic_efficiency_%,internal_resistance_mOhm,dynamic_resistance_mOhm,open_circuit_voltage_V,cell_temperature_C,ambient_temperature_C,temperature_gradient_C,heat_generation_W,cooling_flow_rate,thermal_runaway_risk_index,max_temp_limit_C,state_of_health_%,capacity_fade_%,resistance_growth_%,calendar_age_days,cycle_age,energy_throughput_kWh,effective_energy_density_Wh_per_kg,degradation_rate_%,max_current_limit_A,min_current_limit_A,max_voltage_limit_V,min_voltage_limit_V,min_temp_limit_C,safety_margin_index,overcurrent_flag,undercurrent_flag,over_voltage_flag,under_voltage_flag,over_temperature_flag,under_temperature_flag,short_circuit_flag
CELL_001,VoltCore Energy,NMC,3.2,3.7,250,600,2020,2021-01-02 21:13:32,1,3.605619388234356,2.510558488867243,9.052118362756078,0.7845495277710135,50.00239295100121,49.99760704899879,3.199067914968893,3.199067914968893,99.49941744685556,50.01456807194911,49.34121125285667,3.6000287154120145,26.537623614352263,28.213314382650477,-1.6756907682982138,0.3152370174590514,0.6514959777069376,0.1735006672900413,60,99.97087234277792,0.0291276572220908,0.0291361438982136,1,1,6.272180946070517,249.92718085694477,1.91398470411286,6.0,-6.0,4.2,2.5,-20,0.5815735851887929,0,0,0,0,0,0,0
CELL_001,ElectroCell Ltd,LFP,3.2,3.7,250,600,2020,2021-01-02 21:36:04,1,3.6096968256363433,1.9841321834527363,7.162115644252249,0.6200413073289801,49.993655809108304,50.006344190891696,3.19928661356331,3.19928661356331,99.49955413347706,45.01003423373041,44.83917762057112,3.5999238697092997,24.379522178487868,19.43161276042554,4.947909418062327,0.1771946260394787,1.3969752164403662,0.1259692566967123,60,99.97770667385343,0.0222933261465669,-9.979931532539185,1,1,6.3230913801269635,249.94426668463356,1.460739946264081,6.0,-6.0,4.2,2.5,-20,0.6693113027578772,0,0,0,0,0,0,0
CELL_001,GreenLithium Tech,NMC,3.2,3.7,250,600,2020,2021-01-02 21:53:24,1,3.580045784954244,-1.8780231141500312,-6.723408733859462,-0.5868822231718848,49.98838721300563,50.01161278699437,3.19913962737717,3.19913962737717,99.49946226711072,52.01398481516853,50.92358204713267,3.5998606465560674,24.674631969331976,23.937482196141893,0.7371497731900831,0.1834518065336371,1.1157541586316635,0.12067585721758,60,99.97311335553655,0.0268866444634454,4.027969630337054,1,1,6.376479824757723,249.9327833888414,1.7578714915623057,6.0,-6.0,4.2,2.5,-20,0.6869961476416615,0,0,0,0,0,0,0
CELL_001,ElectroCell Ltd,LFP,3.2,3.7,250,600,2020,2021-01-02 23:56:28,1,3.620882536581416,-5.237719771633564,-18.965168052615176,-1.6367874286354889,49.99046110164519,50.00953889835481,3.1986229360456737,3.1986229360456737,99.49913933502854,45.019373298817555,43.52329391165086,3.599885533219742,24.52164772290832,27.246474214610835,-2.7248264917025153,1.2350483597078783,1.8990419190967731,0.3344727060190366,60,99.9569667514273,0.0430332485726978,-9.961253402364887,2,1,6.675497234537525,249.89241687856824,2.7706780924582803,6.0,-6.0,4.2,2.5,-20,0.1270467047277392,0,0,0,0,0,0,0
CELL_001,ElectroCell Ltd,LFP,3.2,3.7,250,600,2020,2021-01-03 02:35:56,1,3.601733255671804,1.2290925322193078,4.426863447592149,0.3840914163185336,49.99228650263418,50.00771349736582,3.199409941493556,3.199409941493556,99.49963121343347,45.00829922806878,47.12875792253972,3.59990743803161,24.630889200224548,32.327644340954684,-7.696755140730136,0.0679926177561029,0.580810001566154,0.0788376093174926,60,99.98156067167363,0.0184393283263659,-9.983401543862442,2,1,7.029147356442764,249.95390167918407,1.1642215085572536,6.0,-6.0,4.2,2.5,-20,0.7951512446301153,0,0,0,0,0,0,0
CELL_001,PowerNova Systems,NCA,3.2,3.7,250,600,2020,2021-01-03 03:16:40,1,3.570673141106683,-0.9856154811780992,-3.519310726101578,-0.3080048378681559,50.02584505134751,49.97415494865249,3.199201543570431,3.199201543570431,99.49950096473152,55.01372689498559,54.19026607056919,3.60031014061617,24.370478752707015,21.118342542957507,3.252136209749509,0.0534424180463054,1.8766472138830843,0.0625518779749738,60,99.97504823657596,0.0249517634240419,10.027453789971176,2,1,7.142312605612744,249.9376205914399,1.5676500580549904,6.0,-6.0,4.2,2.5,-20,0.8357307531369835,0,0,0,0,0,0,0
CELL_001,ElectroCell Ltd,LFP,3.2,3.7,250,600,2020,2021-01-03 03:21:52,1,3.575695663452916,0.8281291682389278,2.9611378756508047,0.2587903650746649,49.99459795236968,50.00540204763032,3.1994858941663527,3.1994858941663527,99.49967868385396,45.00723077496804,44.95058756644581,3.599935175428436,23.86292451840129,20.940641367533352,2.922283150867937,0.0308658652183923,1.6464463033461327,0.0514624578988853,60,99.98393419269853,0.0160658073014872,-9.985538450063911,2,1,7.149947460778624,249.95983548174627,1.008736331194258,6.0,-6.0,4.2,2.5,-20,0.8619784719601787,0,0,0,0,0,0,0
CELL_001,GreenLithium Tech,NMC,3.2,3.7,250,600,2020,2021-01-03 05:40:32,1,3.617417117816107,-2.7462114492396923,-9.934192305622242,-0.8581910778874038,49.97285095544856,50.02714904455144,3.198902747043485,3.198902747043485,99.49931421690218,52.01783647652042,51.52097602525975,3.599674211465383,25.013651941439228,12.237877702592607,12.77577423884662,0.3923017377951419,0.8358297329220488,0.1788874410127006,60,99.96571084510892,0.0342891548910841,4.035672953040844,2,1,7.471888690938687,249.91427711277228,2.117485892821173,6.0,-6.0,4.2,2.5,-20,0.5422980917933846,0,0,0,0,0,0,0
CELL_001,VoltCore Energy,NMC,3.2,3.7,250,600,2020,2021-01-03 06:00:28,1,3.581253509503292,-1.888020274684292,-6.76147923472649,-0.5900063358388413,49.993640044144826,50.006359955855174,3.1991275692783967,3.1991275692783967,99.499454730799,50.013635447519846,49.349401440367345,3.599923680529738,25.801949138415157,31.700869900269517,-5.8989207618543595,0.1782796330774891,1.8662505709744983,0.1268609455721372,60,99.97273653994988,0.0272634600501078,0.0272708950396918,2,1,7.51914536359085,249.93184134987473,1.6796463733509288,6.0,-6.0,4.2,2.5,-20,0.6853299542192846,0,0,0,0,0,0,0
CELL_001,FutureCharge Inc,LFP,3.2,3.7,250,600,2020,2021-01-03 08:21:44,1,3.5684593392231645,-0.7080316629687007,-2.526582200186368,-0.2212598946777189,49.97557668917908,50.02442331082092,3.199544665667407,3.199544665667407,99.49971541604214,43.00611942583943,42.9151521886305,3.599706920270149,24.222716740099656,25.04195443304014,-0.819237692940483,0.0215593476601907,0.8679729001977605,0.0446626312893555,60,99.98577080210646,0.0142291978935418,-13.98776114832114,2,1,7.8538767772939,249.96442700526617,0.8622014478009586,6.0,-6.0,4.2,2.5,-20,0.8819947228385498,0,0,0,0,0,0,0
CELL_001,VoltCore Energy,NMC,3.2,3.7,250,600,2020,2021-01-03 09:37:08,1,3.5895135383116443,3.5577104453948163,12.770449809137444,1.11178451418588,50.00593449427646,49.99406550572354,3.198766964577588,3.198766964577588,99.499229352861,50.01927360504949,50.85448410418075,3.6000712139313173,24.07323349428377,27.222202164710797,-3.1489686704270277,0.6331091325344028,0.9422166980875716,0.2230354017110461,60,99.96146764304962,0.0385323569503839,0.0385472100989687,2,1,8.04590953490753,249.90366910762404,2.314487353111458,6.0,-6.0,4.2,2.5,-20,0.4070482591008639,0,0,0,0,0,0,0
CELL_001,VoltCore Energy,NMC,3.2,3.7,250,600,2020,2021-01-03 12:49:32,1,3.5835668775809064,-4.448186220249617,-15.940372804198336,-1.3900581938280054,49.995015845145815,50.004984154854185,3.1985651894226166,3.1985651894226166,99.49910324338911,50.02242897193604,51.2134023563932,3.5999401901417496,25.14710872977918,26.56491756424642,-1.417808834467241,0.9897618202286644,0.8694343934371185,0.2912995378409443,60,99.95516216945676,0.0448378305432299,0.0448579438720742,2,1,8.503446679819849,249.8879054236419,2.634678124173733,6.0,-6.0,4.2,2.5,-20,0.258635629958397,0,0,0,0,0,0,0
CELL_001,ElectroCell Ltd,LFP,3.2,3.7,250,600,2020,2021-01-03 12:52:08,1,3.592711465591227,-2.662842346022132,-9.566824227615555,-0.8321382331319163,49.99722559862664,50.00277440137336,3.199066311530796,3.199066311530796,99.49941644470675,45.0131338262551,44.915433088473776,3.59996670718352,25.321070828214584,25.744498071502612,-0.4234272432880281,0.3191759495970225,0.5723139849058796,0.1755885928333216,60,99.97082223533737,0.0291777646626343,-9.9737323474898,2,1,8.511175302814442,249.92705558834345,1.713986567219561,6.0,-6.0,4.2,2.5,-20,0.5561929423296446,0,0,0,0,0,0,0
CELL_001,GreenLithium Tech,NMC,3.2,3.7,250,600,2020,2021-01-03 15:52:24,1,3.5987724781187143,-1.109502365883618,-3.992846578749565,-0.3467194893386306,49.96309975102045,50.03690024897955,3.199147251526823,3.199147251526823,99.49946703220428,52.01386085638417,52.99394072854715,3.5995571970122455,24.039072236677104,19.438335444376374,4.600736792300729,0.0640288286467036,1.517323724285683,0.0694567904172928,60,99.9733516102132,0.0266483897867857,4.02772171276834,2,1,8.921699421090867,249.93337902553304,1.5341617608972793,6.0,-6.0,4.2,2.5,-20,0.815082939019397,0,0,0,0,0,0,0
CELL_001,GreenLithium Tech,NMC,3.2,3.7,250,600,2020,2021-01-03 20:00:16,1,3.620175575479377,-3.5940752015502273,-13.011183261088252,-1.123148500484446,49.97023914350024,50.02976085649976,3.1986167796263567,3.1986167796263567,99.49913548726649,52.02248705124277,51.239850854761855,3.599642869722003,25.92875770572009,16.599215002993862,9.32954270272623,0.671994054537213,0.6478612755301589,0.2426820444717003,60,99.95677436332365,0.0432256366763539,4.04497410248554,2,1,9.48080033956408,249.8919359083091,2.42205659374415,6.0,-6.0,4.2,2.5,-20,0.4009874664082954,0,0,0,0,0,0,0
CELL_001,ElectroCell Ltd,LFP,3.2,3.7,250,600,2020,2021-01-04 01:14:00,1,3.609639318327941,3.166966452426272,11.431606626503424,0.98967701638321,50.000913103188694,49.999086896811306,3.198897006709515,3.198897006709515,99.49931062919345,45.01551619135212,44.91035379094607,3.6000109572382644,24.61815711893455,19.89827949862777,4.719877620306782,0.4514910653656464,1.7593656255506174,0.2030335357193352,60,99.96553145967232,0.0344685403276656,-9.96896761729576,3,1,10.219723032340468,249.91382864918083,1.868213567895158,6.0,-6.0,4.2,2.5,-20,0.4721722579289547,0,0,0,0,0,0,0
CELL_001,GreenLithium Tech,NMC,3.2,3.7,250,600,2020,2021-01-04 03:05:48,1,3.5977083253667472,1.5481319900943142,5.569727349528905,0.4837912469044731,49.9671693029938,50.0328306970062,3.198968357601981,3.198968357601981,99.49935522350124,52.016769595288274,52.08199169235247,3.5996060316359255,24.62448396770238,15.283961265241183,9.340522702461197,0.1246692501564854,1.377679344675531,0.0992759150259495,60,99.96776117506192,0.0322388249380907,4.033539190576548,3,1,10.497556046507547,249.9194029376548,1.727234124730282,6.0,-6.0,4.2,2.5,-20,0.7419780016509476,0,0,0,0,0,0,0
CELL_001,ElectroCell Ltd,LFP,3.2,3.7,250,600,2020,2021-01-04 04:09:04,1,3.614015676808306,2.2035982579081193,7.963838649467416,0.6886244555962873,50.001183803985256,49.998816196014744,3.1990735203484184,3.1990735203484184,99.49942095021775,45.013032393302616,45.32992599853046,3.600014205647823,26.60270813988223,29.943512024161677,-3.340803884279449,0.2185763209870414,1.5914835730569157,0.1526606284184443,60,99.97104751088808,0.0289524891119299,-9.973935213394768,3,1,10.664020047201266,249.92761877722015,1.5411190087968385,6.0,-6.0,4.2,2.5,-20,0.63273362368198,0,0,0,0,0,0,0
CELL_001,PowerNova Systems,NCA,3.2,3.7,250,600,2020,2021-01-04 05:01:04,1,3.597187351166081,1.1383899381331044,4.0950018861471404,0.3557468556665951,50.040441640892325,49.959558359107675,3.1989333886790403,3.1989333886790403,99.4993333679244,55.01833849459336,52.38993574598883,3.6004852996907077,24.69475216778881,28.33234813776756,-3.637595969978751,0.0713000062539278,1.8926380228045057,0.0732090036263058,60,99.96666839622,0.0333316037799988,10.036676989186716,3,1,10.80611487252673,249.91667099055,1.7648219438756911,6.0,-6.0,4.2,2.5,-20,0.8102683436444826,0,0,0,0,0,0,0
CELL_001,GreenLithium Tech,NMC,3.2,3.7,250,600,2020,2021-01-04 05:07:08,1,3.6038118818712617,-2.520152707719089,-9.082156272208088,-0.7875477211622153,49.970748632985824,50.029251367014176,3.19875752679179,3.19875752679179,99.49922345424488,52.020198031981415,52.85068131297629,3.59964898359583,25.635911907947836,22.724185942398545,2.911725965549291,0.3303891039797591,0.9526681186583478,0.1682458666918301,60,99.96117271224342,0.0388272877565754,4.040396063962831,3,1,10.820338372783835,249.90293178060855,2.0545350254824273,6.0,-6.0,4.2,2.5,-20,0.5799745487134851,0,0,0,0,0,0,0
CELL_001,FutureCharge Inc,LFP,3.2,3.7,250,600,2020,2021-01-04 08:54:12,1,3.625608040779815,-2.0050872804268627,-7.269660566380964,-0.6265897751333945,49.95883424830868,50.04116575169132,3.199176518543915,3.199176518543915,99.49948532408996,43.011068380380514,43.52328480984288,3.599506010979704,27.286867863446968,26.89480791388426,0.3920599495627073,0.1729206241313683,0.7920821105116942,0.142480603322099,60,99.97426620449734,0.0257337955026599,-13.977863239238973,3,1,11.384388921322165,249.93566551124337,1.3309436515469344,6.0,-6.0,4.2,2.5,-20,0.665818786595523,0,0,0,0,0,0,0
CELL_001,GreenLithium Tech,NMC,3.2,3.7,250,600,2020,2021-01-04 10:20:52,1,3.5878355005306237,0.7897810527026863,2.833604498533145,0.2468065789695894,49.96488407867182,50.03511592132818,3.199061126456126,3.199061126456126,99.49941320403508,52.01526117268523,50.68940670841729,3.599578608944062,25.434513918859498,18.737383518754193,6.697130400105301,0.0324447330020287,1.6266238239172552,0.0523117114005676,60,99.97066020175392,0.0293397982460703,4.030522345370457,3,1,11.548959250542644,249.9266505043848,1.504476450529204,6.0,-6.0,4.2,2.5,-20,0.8683698245495522,0,0,0,0,0,0,0
